current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363905999909.00	338.48	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905999911.00	338.48	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906000329.00	338.90	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.0\n']-> 1363906000329:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363906000342.00	338.91	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4622.41\n']-> <<IGNORED!>>								
1363906000342.00	338.91	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 500\n']-> <<IGNORED!>>								
1363906000349.00	338.92	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4622.41 Amps\n']-> <<IGNORED!>>								
1363906000414.00	338.98	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 1.09\n']-> <<IGNORED!>>								
1363906000765.00	339.33	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000766.00	339.34	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000767.00	339.34	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000767.00	339.34	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000768.00	339.34	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000769.00	339.34	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000769.00	339.34	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000770.00	339.34	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906000771.00	339.34	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001229.00	339.80	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 100.0\n']-> 1363906001229:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363906001266.00	339.84	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.09\n']-> <<IGNORED!>>								
1363906001275.00	339.84	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906001279.00	339.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.09 Amps\n']-> <<IGNORED!>>								
1363906001531.00	340.10	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001532.00	340.10	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001532.00	340.10	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001533.00	340.10	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001533.00	340.10	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001536.00	340.11	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001537.00	340.11	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001538.00	340.11	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001539.00	340.11	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906001781.00	340.35	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.0\n']-> 1363906001781:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363906001811.00	340.38	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4622.41 Amps\n']-> <<IGNORED!>>								
1363906001827.00	340.40	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4622.41\n']-> <<IGNORED!>>								
1363906001946.00	340.52	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001947.00	340.52	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001948.00	340.52	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001949.00	340.52	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001949.00	340.52	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001950.00	340.52	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001952.00	340.52	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001953.00	340.52	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906001954.00	340.52	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906002042.00	340.61	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906002394.00	340.96	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 13.75\n']-> 1363906002394:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363906002416.00	340.99	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.65\n']-> <<IGNORED!>>								
1363906002423.00	340.99	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.65 Amps\n']-> <<IGNORED!>>								
1363906003105.00	341.67	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003106.00	341.68	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003107.00	341.68	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003108.00	341.68	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003109.00	341.68	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003110.00	341.68	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003111.00	341.68	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003112.00	341.68	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003113.00	341.68	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363906003500.00	342.07	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.0\n']-> 1363906003500:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363906003503.00	342.07	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4622.41\n']-> <<IGNORED!>>								
1363906003512.00	342.08	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4622.41 Amps\n']-> <<IGNORED!>>								
1363906003619.00	342.19	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 1.09\n']-> <<IGNORED!>>								
1363906004783.00	343.35	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004784.00	343.35	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004785.00	343.35	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004785.00	343.35	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004786.00	343.36	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004786.00	343.36	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004787.00	343.36	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004788.00	343.36	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906004788.00	343.36	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363906005021.00	343.59	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 5.0\n']-> 1363906005021:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363906005032.00	343.60	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 1.80\n']-> <<IGNORED!>>								
1363906005035.00	343.60	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906005039.00	343.61	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906005303.00	343.87	 'user'	 'resistorEditor.slider'	 'editor'	 'endDrag'	 'component = resistor.0'	 'value = 5.0\n']-> <<IGNORED!>>							
pause <1363906005303	#VALUE!	1363906045202> =39899												
1363906047202 <<pause ENDED!>> time before next action = 2000	#VALUE!													
1363906047202.00	385.77	 'user'	 'resistorEditor'	 'editor'	 'windowClosing'	 '\n']-> <<IGNORED!>>								
1363906047238.00	385.81	 'user'	 'resistorEditor'	 'editor'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906047238.00	385.81	 'system'	 'phetFrame'	 'window'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906048769.00	387.34	 'user'	 'resistor.1'	 'sprite'	 'addedComponent'	 '\n']-> 1363906048769:addedComponent.resistor -> None	Build	add	resistor					
1363906052626.00	391.20	 'user'	 'resistor.2'	 'sprite'	 'addedComponent'	 '\n']-> 1363906052626:addedComponent.resistor -> None	Build	add	resistor					
1363906054997.00	393.57	 'user'	 'resistor.3'	 'sprite'	 'addedComponent'	 '\n']-> 1363906054997:addedComponent.resistor -> None	Build	add	resistor					
1363906057540.00	396.11	 'user'	 'resistor.4'	 'sprite'	 'addedComponent'	 '\n']-> 1363906057540:addedComponent.resistor -> None	Build	add	resistor					
1363906060706.00	399.28	 'user'	 'wire.7'	 'sprite'	 'addedComponent'	 '\n']-> 1363906060706:addedComponent.wire -> None	Build	add	wire					
1363906061902.00	400.47	 'model'	 'junction.84'	 'junction'	 'junctionFormed'	 'component = resistor.4.endJunction'	 'component = wire.7.startJunction\n']-> 1363906061902:junctionFormed.junction -> None	Build	join	wire				
1363906063295.00	401.86	 'user'	 'junction.83'	 'sprite'	 'movedJunction'	 'x = 10.744186046511627'	 'y = 1.2093023255813953'	 'component = wire.7.endJunction\n']-> 1363906063295:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906063962.00	402.53	 'user'	 'wire.8'	 'sprite'	 'addedComponent'	 '\n']-> 1363906063962:addedComponent.wire -> None	Build	add	wire					
1363906064471.00	403.04	 'model'	 'junction.87'	 'junction'	 'junctionFormed'	 'component = resistor.3.endJunction'	 'component = wire.8.startJunction\n']-> 1363906064471:junctionFormed.junction -> None	Build	join	wire				
1363906066847.00	405.42	 'user'	 'junction.86'	 'sprite'	 'movedJunction'	 'x = 10.573643410852712'	 'y = 2.372093023255814'	 'component = wire.8.endJunction\n']-> 1363906066847:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906067639.00	406.21	 'user'	 'wire.9'	 'sprite'	 'addedComponent'	 '\n']-> 1363906067639:addedComponent.wire -> None	Build	add	wire					
1363906068660.00	407.23	 'model'	 'junction.90'	 'junction'	 'junctionFormed'	 'component = resistor.2.endJunction'	 'component = wire.9.startJunction\n']-> 1363906068660:junctionFormed.junction -> None	Build	join	wire				
1363906070654.00	409.22	 'user'	 'junction.89'	 'sprite'	 'movedJunction'	 'x = 10.527131782945736'	 'y = 3.4263565891472867'	 'component = wire.9.endJunction\n']-> 1363906070654:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906071449.00	410.02	 'user'	 'wire.10'	 'sprite'	 'addedComponent'	 '\n']-> 1363906071449:addedComponent.wire -> None	Build	add	wire					
1363906072307.00	410.88	 'model'	 'junction.93'	 'junction'	 'junctionFormed'	 'component = resistor.1.endJunction'	 'component = wire.10.startJunction\n']-> 1363906072307:junctionFormed.junction -> None	Build	join	wire				
1363906074272.00	412.84	 'user'	 'junction.92'	 'sprite'	 'movedJunction'	 'x = 10.604651162790697'	 'y = 4.589147286821706'	 'component = wire.10.endJunction\n']-> 1363906074272:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906075591.00	414.16	 'user'	 'grabBagButton'	 'button'	 'pressed'	 '\n']-> 1363906075591:pressed.grabBagButton -> None	Interface	enableComponent	grabBagResistor					
1363906075625.00	414.19	 'system'	 'phetFrame'	 'window'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906079331.00	417.90	 'system'	 'phetFrame'	 'window'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906081291.00	419.86	 'user'	 'wire.11'	 'sprite'	 'addedComponent'	 '\n']-> 1363906081291:addedComponent.wire -> None	Build	add	wire					
1363906082797.00	421.37	 'model'	 'junction.96'	 'junction'	 'junctionFormed'	 'component = resistor.4.startJunction'	 'component = wire.11.endJunction\n']-> 1363906082797:junctionFormed.junction -> None	Build	join	wire				
1363906083904.00	422.47	 'user'	 'junction.94'	 'sprite'	 'movedJunction'	 'x = 2.4651162790697674'	 'y = 1.0387596899224807'	 'component = wire.11.startJunction\n']-> 1363906083904:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906084616.00	423.19	 'user'	 'wire.12'	 'sprite'	 'addedComponent'	 '\n']-> 1363906084616:addedComponent.wire -> None	Build	add	wire					
1363906085521.00	424.09	 'model'	 'junction.99'	 'junction'	 'junctionFormed'	 'component = resistor.3.startJunction'	 'component = wire.12.endJunction\n']-> 1363906085521:junctionFormed.junction -> None	Build	join	wire				
1363906087328.00	425.90	 'user'	 'junction.97'	 'sprite'	 'movedJunction'	 'x = 2.496124031007752'	 'y = 2.186046511627907'	 'component = wire.12.startJunction\n']-> 1363906087328:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906088586.00	427.16	 'user'	 'wire.13'	 'sprite'	 'addedComponent'	 '\n']-> 1363906088586:addedComponent.wire -> None	Build	add	wire					
1363906089388.00	427.96	 'model'	 'junction.102'	 'junction'	 'junctionFormed'	 'component = resistor.2.startJunction'	 'component = wire.13.endJunction\n']-> 1363906089388:junctionFormed.junction -> None	Build	join	wire				
1363906090902.00	429.47	 'user'	 'junction.100'	 'sprite'	 'movedJunction'	 'x = 2.4806201550387597'	 'y = 3.24031007751938'	 'component = wire.13.startJunction\n']-> 1363906090902:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906092826.00	431.40	 'user'	 'wire.14'	 'sprite'	 'addedComponent'	 '\n']-> 1363906092826:addedComponent.wire -> None	Build	add	wire					
1363906092826.00	431.40	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 600\n']-> <<IGNORED!>>								
1363906093971.00	432.54	 'model'	 'junction.105'	 'junction'	 'junctionFormed'	 'component = resistor.1.startJunction'	 'component = wire.14.endJunction\n']-> 1363906093971:junctionFormed.junction -> None	Build	join	wire				
1363906095249.00	433.82	 'user'	 'junction.103'	 'sprite'	 'movedJunction'	 'x = 2.2790697674418605'	 'y = 4.4186046511627906'	 'component = wire.14.startJunction\n']-> 1363906095249:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906096800.00	435.37	 'user'	 'wire.15'	 'sprite'	 'addedComponent'	 '\n']-> 1363906096800:addedComponent.wire -> None	Build	add	wire					
1363906097448.00	436.02	 'model'	 'junction.108'	 'junction'	 'junctionFormed'	 'component = wire.7.endJunction'	 'component = wire.15.startJunction\n']-> 1363906097448:junctionFormed.junction -> None	Build	join	wire				
1363906100293.00	438.86	 'user'	 'junction.107'	 'sprite'	 'movedJunction'	 'x = 10.573643410852712'	 'y = 2.372093023255814'	 'component = wire.15.endJunction\n']-> 1363906100293:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906100320.00	438.89	 'model'	 'junction.109'	 'junction'	 'junctionFormed'	 'component = wire.8.endJunction'	 'component = wire.15.endJunction\n']-> 1363906100320:junctionFormed.junction -> None	Build	join	wire				
1363906101006.00	439.58	 'user'	 'wire.16'	 'sprite'	 'addedComponent'	 '\n']-> 1363906101006:addedComponent.wire -> None	Build	add	wire					
1363906101604.00	440.17	 'model'	 'junction.112'	 'junction'	 'junctionFormed'	 'component = wire.8.endJunction'	 'component = wire.15.endJunction'	 'component = wire.16.startJunction\n']-> 1363906101604:junctionFormed.junction -> None	Build	joinX	wire			
1363906104202.00	442.77	 'user'	 'wire.16'	 'sprite'	 'movedComponent'	 'x = 10.263565891472867'	 'y = 2.2635658914728682'	 'x2 = 11.261627906976743'	 'y2 = 2.434108527131783\n']-> 1363906104202:movedComponent.wire -> None	Organize	organizeWorkspace	wire		
1363906105032.00	443.60	 'user'	 'junction.111'	 'sprite'	 'movedJunction'	 'x = 10.527131782945736'	 'y = 3.4263565891472867'	 'component = wire.16.endJunction\n']-> 1363906105032:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906105072.00	443.64	 'model'	 'junction.113'	 'junction'	 'junctionFormed'	 'component = wire.9.endJunction'	 'component = wire.16.endJunction\n']-> 1363906105072:junctionFormed.junction -> None	Build	join	wire				
1363906106850.00	445.42	 'user'	 'wire.17'	 'sprite'	 'addedComponent'	 '\n']-> 1363906106850:addedComponent.wire -> None	Build	add	wire					
1363906107341.00	445.91	 'model'	 'junction.116'	 'junction'	 'junctionFormed'	 'component = wire.9.endJunction'	 'component = wire.16.endJunction'	 'component = wire.17.startJunction\n']-> 1363906107341:junctionFormed.junction -> None	Build	joinX	wire			
1363906109505.00	448.07	 'user'	 'wire.17'	 'sprite'	 'movedComponent'	 'x = 10.41860465116279'	 'y = 3.4573643410852712'	 'x2 = 11.463178294573643'	 'y2 = 4.046511627906977\n']-> 1363906109505:movedComponent.wire -> None	Organize	organizeWorkspace	wire		
1363906111216.00	449.79	 'user'	 'junction.115'	 'sprite'	 'movedJunction'	 'x = 10.604651162790697'	 'y = 4.589147286821706'	 'component = wire.17.endJunction\n']-> 1363906111216:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906111246.00	449.82	 'model'	 'junction.117'	 'junction'	 'junctionFormed'	 'component = wire.10.endJunction'	 'component = wire.17.endJunction\n']-> 1363906111246:junctionFormed.junction -> None	Build	join	wire				
1363906112343.00	450.91	 'user'	 'wire.18'	 'sprite'	 'addedComponent'	 '\n']-> 1363906112343:addedComponent.wire -> None	Build	add	wire					
1363906115524.00	454.09	 'model'	 'junction.120'	 'junction'	 'junctionFormed'	 'component = wire.11.startJunction'	 'component = wire.18.startJunction\n']-> 1363906115524:junctionFormed.junction -> None	Build	join	wire				
1363906116592.00	455.16	 'user'	 'junction.119'	 'sprite'	 'movedJunction'	 'x = 2.496124031007752'	 'y = 2.186046511627907'	 'component = wire.18.endJunction\n']-> 1363906116592:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906116625.00	455.19	 'model'	 'junction.121'	 'junction'	 'junctionFormed'	 'component = wire.12.startJunction'	 'component = wire.18.endJunction\n']-> 1363906116625:junctionFormed.junction -> None	Build	join	wire				
1363906117484.00	456.05	 'user'	 'wire.19'	 'sprite'	 'addedComponent'	 '\n']-> 1363906117484:addedComponent.wire -> None	Build	add	wire					
